class_id,description
11,Spigots for pipes and pipelines being parts of sanitary installations
12,Power tailgates being parts of land vehicles
12,Casters for shopping trolleys
14,Jewellery rolls
16,Filler paper
16,File trays
16,File folders
10,Dummies for babies
10,Disposable teats
10,Disposable teats being pacifiers for babies
10,"Acupressure bands for relieving {indicate condition, e.g., motion sickness, morning sickness, nausea, etc.}"
10,Clips for pacifiers
7,Filters being parts of motors
11,Structural framework sold as parts of ovens
6,Metal furnace grates
11,"Refrigerators, cooling apparatus and freezers for medical storage purposes"
11,Freezers for medical storage purposes
11,"Curing lamps, not for medical purposes"
11,"Thermo-pots, electric"
11,Electric cup heaters
12,"Non-skid devices for vehicle tires, namely, non-skid chains"
12,"Non-skid devices for vehicle tyres, namely, non-skid chains"
12,"Non-skid devices for vehicle tyres, namely, non-skid studs"
12,Tyre valves for vehicle tires
12,Trucks with a crane feature incorporated
12,Self-balancing scooters
13,Explosive or pyrotechnic rescue flares
16,Ring binders
16,Statuettes of papier mâché
16,"Stencils for {indicate purpose, e.g., decorating home décor, transfer of graphic design onto any surface, face painting, etc.}"
16,Name badges
16,Disposable wipes not impregnated with chemicals or compounds
9,Downloadable software for processing digital images of the anatomy for diagnosis and treatment
9,Downloadable computer software for visualization in the nature of graphical representation and analysis of satellites
9,"Downloadable computer software for pulmonary, cardiovascular and edema analysis for use in small animal research studies"
9,Downloadable computer software for processing digital images
9,Downloadable computer software to maintain and operate computer system
9,Downloadable computer programs and computer software for electronically trading securities
9,Downloadable computer software and firmware for operating system programs
9,Downloadable computer communications software to allow customers to access bank account information and transact bank business
9,"Downloadable computer software to enhance the audio-visual capabilities of multimedia applications, namely, for the integration of text, audio, graphics, still images, and moving pictures"
9,Downloadable computer software for authorising access to databases
9,Downloadable computer software programs for spreadsheet management
9,Downloadable computer software for use in computer access control
21,Japanese style wooden pestles for kitchen use (surikogi)
29,Dehydrated vegetables
18,Tote bags incorporating RFID blocking technology
40,Glass tinting
40,Textile warping
11,Hair dryers for household purposes
19,Concrete bird baths being structures
29,Processed cherry tomatoes
30,Tapioca and sago
9,Gas flow monitors
28,Non-medicated topically applied ointment or gel for improving hand grip in sports activities
6,Metal charms for identifying drinks
11,Electric bladeless fans
15,Protectors for Chinese flute membranes
14,Tourmaline gemstones
15,Chinese flute membranes
20,Drawer dividers
12,Window rain guards for cars
16,Decorative stickers for cars
17,Window masking films
20,Cat beds
29,"Buccinum undatum, not live"
29,Dried seafood
10,Scraping apparatus for gua sha therapy
28,Squat racks
25,Shirt yokes
25,Camiknickers
25,Burkas
25,Sports jerseys
25,Corduroy trousers
25,Jodhpurs
25,Pleated skirts
17,Automotive wire harness tape
43,Boba shops
5,"Medicinal syrups containing {specify ingredients, e.g., elderberries, wild cherry bark, etc.} for the treatment of {specify disease or physical condition, e.g., headaches, chest congestion, etc.}"
10,Fabric sold as an integral component of compression garments
30,"Quick breads, namely, {specify type, e.g., banana bread, muffins, scones, etc.}"
25,"Fabric sold as an integral component of finished clothing items, namely, {specify clothing items in Class 25}"
5,"Medicinal syrups for the treatment of {specify disease or physical condition, e.g., headaches, chest congestion, etc.}"
28,Rock climbing chalk
30,Boba being tapioca pearls
30,Tea-based beverages containing boba
43,Bubble tea shops
29,Liver
29,Pork
25,"Headgear, namely, {specify type, e.g., hats, baseball caps, etc.}"
9,Sleeves for electric cables
9,Reels for electric cables
25,Trews
28,"Bags adapted for holding or carrying sport balls for {indicate, e.g., soccer, football, basketball, etc.}"
9,Pickups for telecommunication apparatus
10,Electric massage chairs
10,"Nasal irrigators, non-electric"
4,Grease for leather
4,Mineral fuel
5,Glossy ganoderma for pharmaceutical purposes
12,Self-balancing two-wheeled electric scooters
12,Self-balancing boards
12,Self-balancing electric unicycles
14,Retractable key rings
14,Retractable key chains
40,Custom 3D printing for others
41,"Film directing, other than advertising films"
43,Cookie decorating
45,Personal chef services
44,Rental of animals for gardening purposes
9,"Computer application software for {specify items, e.g., mobile phones, portable media players, handheld computers}, namely, software for {specify the function of the programs, e.g., use in database management, use in electronic storage of data, etc.}"
9,Computer operating software
9,Computer software development tools
9,Computer software for use as a spreadsheet
16,Baggage claim check tags of paper
9,Computer software to enable the transmission of photographs to mobile telephones
9,Computer search engine software
21,"Tagines, non-electric"
22,Cloth bags specially adapted for the storage of diapers
25,"Clothing, namely, {indicate specific item, e.g., leggings, stretch pants, camisoles, etc.} containing slimming substances"
25,Fitted heel protectors for shoes
27,Tatami mats
27,Textile wallcoverings
9,Downloadable computer software development tools
9,Downloadable computer search engine software
9,Downloadable computer software for use as a spreadsheet
28,Flippers for diving
28,Swimming webs
28,Webbed gloves for swimming
9,CAD/CAM software for {indicate general use or name specific field}
9,Downloadable CAD/CAM software for {indicate general use or name specific field}
20,Portable desks
28,Play tents
22,Bivouac sacks
28,Waist trimmer exercise belts being sports articles
28,Waist trimmer exercise belts
3,Baby wipes
3,Gel eye patches for cosmetic purposes
3,Non-medicated soaps
17,Insulators for cables
1,Silicon carbide for industrial purposes
29,Rice milk
9,Transponder location systems
29,Preserved artichokes
42,Layout design services for clean room environments
21,Broom handles
10,Urinals for medical purposes [vessels]
20,Felt pads for furniture legs
42,"Creation of control programs for automated measurement, assembly, adjustment, and related visualisation"
12,Brake rotors for land vehicles
7,"Air turbines, other than for land vehicles"
40,Degaussing to destroy data
5,Inhalers filled with oxygen for medical use
7,Electric food choppers
9,CD-ROM writers
9,Scanning probe microscopes
29,"Leeks, processed"
21,Cheese boards
29,Linseed oil for culinary purposes
29,Potato fritters
29,Preparations for making bouillon
30,Low-salt bread
30,Garlic bread
30,Sherbets [confectionery ices]
30,Sriracha hot chili sauce
30,Jelly beans
30,Processed teff
8,Beard shaping tools
29,Beef sticks
30,"Mixes for making quick breads, namely, mixes for making {specify type of quick breads, e.g., banana bread, muffins, scones, etc.}"
11,Valves being parts of clothes dryers
16,One-finger writing instruments
16,One-finger writing pens
11,Refrigerators and freezers for household use and replacement parts and fittings therefor
21,Dish drying mats
7,Motors for air conditioners
11,Oven ventilator hoods
30,"Flavourings, other than essential oils, for cheeses"
30,Rice chips
30,Freeze-dried dishes with the main ingredient being pasta
30,Kettle corn
30,Cacao powder
31,Livestock
31,Live clams
31,Live crayfish
31,Live fish [not for food]
31,Edible chews for animals
31,Linseed for animal consumption
1,Sensitized cloth for photography
1,Soda ash
1,Salts for galvanic batteries
1,Sorrel salt
1,Adhesives for use in the manufacture of plywood
1,Blueprint cloth
11,Lava rocks for use in barbecue grills
30,Espresso
30,Pie shells
30,Fish sandwiches
30,Flour-based dumplings
9,Database management software for {indicate for general use or name specific field}
9,Downloadable computer anti-virus software
9,Recorded computer operating software
20,"Waterbeds, not for medical purposes"
20,Indoor window blinds of woven wood
21,Reusable silicone food covers for household containers
9,"Downloadable computer programs for editing images, sound, and video"
9,"Recorded computer programs for editing images, sound, and video"
9,Recorded computer programmes for document management
9,"Downloadable computer firmware for {specify the function of the program, e.g., use in database management, use as a spreadsheet, word processing, etc. and, if firmware is content- or field-specific, the content or field of use}"
9,Downloadable computer operating programs
9,Recorded computer operating programs
9,Downloadable desktop publishing software
9,Recorded desktop publishing software
9,Downloadable children's educational software
9,Recorded medical software for {indicate function or purpose of software}
9,Recorded database management software for {indicate for general use or name specific field}
9,Downloadable speech recognition software
9,Recorded speech recognition software
9,Recorded spreadsheet software for general use
9,Downloadable operating system programs
9,Recorded operating system programs
9,"Recorded computer programs for {specify the function of the programs, e.g., use in database management, use as a spread sheet, word processing, etc. and, if program is content- or field-specific, the content or field of use}"
9,Downloadable virtual reality game software
32,"Prepared entrees consisting of fruit drinks and fruit juices, fruit-based beverages, non-alcoholic beverages containing fruit juices, non-alcoholic fruit extracts used in the preparation of beverages, non-alcoholic fruit juice beverages, vegetable juices, vegetable-fruit juices and smoothies [fruit beverages, fruit predominating]"
35,Media relations services
35,Product merchandising for others in the nature of inventory display and shelf arrangement
5,Chemical preparations for treating wheat blight
5,Chemical preparations for treating wheat smut
6,Belts of metal for load handling
40,"3D printing of {indicate field of goods, e.g., toys, furniture, etc.} for others"
41,Sound engineering services for events
9,"Downloadable computer software for use in the safeguarding of digital files, including audio, video, text, binary, still images, graphics and multimedia files"
9,Downloadable computer software for use in customer relationship management (CRM)
9,Downloadable computer graphics software
9,Downloadable computer software to control and improve computer and audio equipment sound quality
9,Downloadable computer software to automate data warehousing
9,Downloadable computer e-commerce software to allow users to perform electronic business transactions via a global computer network
9,Computer software for database management
9,Computer programmes for document management
9,Computer operating programs
9,Children's educational software
9,Video game programs
9,Downloadable computer operating software
20,Indoor window shades
20,Indoor window blinds of textile
20,"Door springs, not of metal, non-electric"
9,Recorded computer game programs
9,"Downloadable computer programs for {specify the function of the programs, e.g., use in database management, use as a spread sheet, word processing, etc. and, if program is content- or field-specific, the content or field of use}"
29,Peanut milk
11,Barbecue smoker cooking grids
44,Performing non-invasive cosmetic medical procedures
2,Malt caramel for use as a food colorant
3,Alum stones being astringents for cosmetic purposes
44,In vitro fertilisation services
41,Publication of journals
9,Height measuring instruments
9,Teaching apparatus in the nature of hairdressing training heads
9,Laser projection virtual keyboards
9,Lifeboats
9,Life boats
12,Life boats
9,"Earphone accessories, namely, earphone cushions, earphone pads, cord management systems, earphone cases, and earphone extension cords"
9,"Earphone accessories, namely, earphone cushions, earphone pads, earphone cases, and earphone extension cords"
9,"Earphone accessories, namely, earphone cushions"
9,Downloadable computer programs for searching remotely for content on computers and computer networks
9,Downloadable LAN (local area network) operating software
9,Downloadable decoder software
9,Downloadable USB (universal serial bus) operating software
9,Downloadable VPN (virtual private network) operating software
9,"Downloadable software for processing images, graphics and text"
9,Downloadable software for optical character recognition
9,Downloadable software for ensuring the security of electronic mail
9,Downloadable communication software for providing access to the Internet
9,"Downloadable software for configuring, quoting and ordering electrical distribution products"
9,Downloadable electronic game software for wireless devices
9,Downloadable virtual reality software for medical teaching
9,Downloadable payment gateway software for linking e-commerce websites to credit card processing networks
9,Downloadable computer game software for gambling machines
9,Prerecorded exercise DVDs
10,Electric sputum aspirators
16,Laminating machines for office use
20,Kitchen dressers
25,Military boots
11,Portable wood pellet grills
10,Cups for use in massage therapy
10,Manual sputum aspirators
11,Reheating furnaces for industrial purposes
10,"Therapeutic weighted {indicate specific items, e.g., blankets, vests, lap pads, etc.} to provide proprioceptive input to the body"
9,Transmission electron microscopes
29,"Lentils, processed"
29,Processed squashes
26,Purse charms in the form of multi-strand beaded clips for attachment to purses
35,"Business management services, namely, purchasing of and selling of companies for others"
36,Real estate investment services in the nature of purchasing and selling of real estate for others
45,Safety inspection services for residential properties
32,Organic fruit juice
25,Wedge sneakers
10,Massage stones
29,"Grapes, processed"
36,Rental of homes
41,Rental of equipment for playing laser tag games
9,"Alarm bells, electric"
9,Golf accessories in the nature of magnetic mounting devices for range finders
9,"Downloadable printable stationery materials, namely, {specify, e.g., greeting cards, invitations, return address labels, etc.}"
9,Downloadable electronic greeting cards for sending by regular mail
20,"Hand-held flagpoles, not of metal"
20,Head positioning pillows for babies
20,"Air beds, not for medical purposes"
20,"Water beds, not for medical purposes"
20,"Oil drainage containers, not of metal"
20,"Hydrostatic beds, not for medical purposes"
20,Camping mattresses
20,Anti-roll cushions for babies
20,Head support cushions for babies
12,Dirt bikes
15,Chinese zither stands
9,Electronic locks incorporating biometric scanners
28,Helmets for dolls
44,Hair highlighting services
21,Tongue brushes
19,Concrete blocks
11,"Structural {specify material composition, e.g., metal, glass, ceramic, etc.} framework sold as parts of ovens"
20,Non-metal doorknockers
24,"Moisture absorbent microfiber towels for {indicate purpose of towels, e.g., bath, beach, etc.} use"
30,Tortellini
29,Processed radishes
29,Processed jackfruit
29,Processed kumquats
29,"Lettuce, processed"
29,Processed parsnips
28,Card games
11,Electric rotisseries
11,Electric Chinese lanterns
28,Floorball balls
25,Cloche hats
25,Balaclavas
9,Protective covers for tablet computers
40,Custom ammunition loading services
9,Protective cases for cell phones
9,Protective covers for laptop computers
43,Public house services
43,Rental of facilities for exhibitions
16,Auction bidding paddles of paper
21,Squeegees for household purposes
9,Downloadable medical software for processing and displaying images on ultrasound medical imaging machines
9,"Downloadable medical imaging software that records, monitors and analyzes data using a catheter based ultrasound imaging probe"
9,Downloadable electronic game software
9,Downloadable electronic game software for handheld electronic devices
9,Downloadable automated debris management system software for use in cleaning up after major disasters
9,"Downloadable augmented reality software for use in mobile devices for integrating electronic data with real world environments for the purpose of {specify purpose of software, e.g., locating vehicles, creating maps, etc., and, if software is content- or field-specific, the content or field of use}"
9,Downloadable gesture recognition software
9,Downloadable network video recording software for IP (Internet Protocol) video surveillance
9,Downloadable digital video recording software for IP (Internet protocol) video surveillance
9,Downloadable graphical user interface software
9,"Downloadable factory automation software, namely, software to integrate manufacturing machine operations, track problems and generate production reports"
9,Downloadable games that accept virtual or monetary wagers sold as a feature of downloadable game software
9,Downloadable software development kits (SDK)
9,Downloadable accounting software for use in the construction industry for contract bidding and job accounting
9,Downloadable tax management data collection software
9,Downloadable integrated suite of global tax management software
9,"Downloadable facilities management software to control building environment, access and security systems"
9,Downloadable computer-aided manufacturing (CAM) software for use in the manufacture of airplane components
9,Computer software for communicating with users of hand-held computers
9,Computer software for use in programming facsimile machines
9,"Floppy discs for computers for {specify the function of the programs on the disc, e.g., for use in database management, for use as a spreadsheet, for word processing, etc. and, if software is content- or field-specific, the content or field of use}"
9,Computer software featuring musical sound recordings and musical video recordings
11,Filtering apparatus using activated carbon for filtering spirits
9,Downloadable project management software
9,"Downloadable project management software in the field of {specify field, e.g., construction, business, computers, etc.}"
9,Virtual reality headsets
9,Urinometers
9,Thread counters
9,Thermostats for vehicles
9,Telescopic sights for firearms
9,Telescopic sights for artillery
44,Hair weaving services
9,Vacuum gauges
9,Downloadable computer software for authorising access to data bases
17,Dock bumpers of rubber
17,Plastic filaments for 3D printing
25,"Embroidered clothing, namely, {indicate specific item, e.g., shirts, jackets, pants, etc.}"
9,Recorded anti-spyware software
9,Downloadable tax management software
9,Downloadable spreadsheet software for {indicate general use or name specific field}
9,"Downloadable virtual reality software for {indicate the function of the software, e.g., playing computer games, pilot training, medical teaching, etc.}"
9,"Recorded virtual reality software for {indicate the function of the software, e.g., playing computer games, pilot training, medical teaching, etc.}"
10,Curing lamps for medical purposes
11,Structural plates sold as parts of ovens
11,Ceramic plates sold as parts of {indicate ovens or stoves}
11,USB-powered cup heaters
21,Egg yolk separators
1,Dendrimer-based polymers for use in the manufacture of capsules for pharmaceuticals
44,Shockwave therapy
18,Covers for animals
12,Delivery drones
10,Hernia trusses
9,Appliances for measuring the thickness of leather
6,Metal wire cloches for protecting plants
5,Vitamins for pets
44,Hot stone massage therapy services
30,Chimney cakes
28,Yoga swings
29,Processed yams
28,Headwear for dolls
10,Diagnostic penlights for medical purposes
10,Diagnostic pen lights for medical purposes
9,Protective cases for laptop computers
31,"Sea hares, live"
25,Slip-on shoes
28,Table tennis net posts
29,Dried sea hares
29,"Pecans, prepared"
9,Protective covers for cell phones
20,Auction bidding paddles of plastic or wood
9,Protective covers and cases for laptops
9,Protective covers and cases for portable media players
29,Dried edible daylilies
29,"Walnuts, prepared"
9,Protective covers and cases for cell phones
25,Hiking boots
25,Snowboard boots
40,"Custom additive manufacturing of {indicate field of goods, e.g., toys, furniture, etc.}"
30,Plum cakes
36,"Financing of fractional leases for {specify type of goods, e.g., sailboats, aircraft, etc.}"
5,"Medicated dental preparations for {indicate specific animal or category, e.g., cats, dogs, pets, livestock, etc.}, namely,  {indicate name or type of medicated dental preparation, e.g., toothpaste, preparations for removing plaque, etc.}"
36,Financing of fractionally-owned real property
21,Finger toothbrushes
3,"Non-medicated dental preparations for {indicate specific animal or category, e.g., cats, dogs, pets, livestock, etc.}, namely,  {indicate name or type of non-medicated dental preparation, e.g., toothpaste, preparations for removing plaque, etc.}"
37,"Real estate development services in the field of {specify type of real estate developments, e.g., residential communities, mixed-use properties, shopping centers, etc.}"
21,"Finger brushes for dental care of {indicate, e.g., pets, toddlers, etc.}"
6,Metal portable stairs for pets
20,Non-metal portable stairs for pets
36,Financing of fractional leases
36,"Financing of fractionally-owned {specify type of goods, e.g., sailboats, aircraft, etc.}"
36,Financing of fractionally-owned goods
21,Finger brushes for dental care
9,Spreadsheet software for {indicate general use or name specific field}
42,Research and development and consultation related thereto in the field of {indicate field or subject matter}
40,Custom cake decorating services
40,Custom cookie decorating services
9,Downloadable software for monitoring and controlling communication between computers and automated machine systems
9,Downloadable computer software for interpretation of neuro and brain scans provided by diagnostic imaging equipment
9,Downloadable computer software for the creation of firewalls
9,Downloadable computer software for scientific analysis of genetic sequences
9,Downloadable computer software for controlling and managing patient medical information
9,"Downloadable computer software for computer system and application development, deployment and management"
9,"Downloadable computer software for use in the encryption and decryption of digital files, including audio, video, text, binary, still images, graphics and multimedia files"
9,Computer game software
9,"Recorded computer  application software for mobile phones, namely, software for {specify the function of the programs, e.g., use in database management, use in electronic storage of data, etc.}"
9,"Downloadable computer application software for {specify items, e.g., mobile phones, portable media players, handheld computers}, namely, software for {specify the function of the programs, e.g., use in database management, use in electronic storage of data, etc.}"
9,"Recorded computer application software for {specify items, e.g., mobile phones, portable media players, handheld computers}, namely, software for {specify the function of the programs, e.g., use in database management, use in electronic storage of data, etc.}"
21,"Tajines, non-electric"
9,Recorded computer software for use in database management
9,Recorded computer software for database management
15,Colophony for stringed musical instruments
37,"Maintenance of {indicate specific systems, installations, or components, e.g., HVAC systems, plumbing installations, refrigeration systems, etc.} [SEE NOTE FOR EXCEPTIONS]"
4,Instrument milk
4,Surgical milk
5,Ketone ester beverages for use as a dietary supplement
35,Retail general store services
9,Electronic circuits recording programs for amusement apparatus for use with liquid crystal screens
28,Knitted toys
30,Frozen coffee drinks
30,Coffee drinks
20,Plastic pill boxes for commercial use
9,Signal generators
41,"Academic enrichment programs in the science, technology, engineering and mathematics (STEM) field"
40,Crocheting
35,"Promoting education in the science, technology, engineering and mathematics (STEM) field"
37,Insecticide spraying for residential homes
38,Rental of telecommunication routers
39,Bicycle sharing services
40,Rental of laser engraving machines
41,Rental of skateboards
44,Insecticide spraying for agriculture
44,Medical clinic services
1,Acids for metal pickling
44,Medical advice for individuals with disabilities
44,Health counselling
30,Guar gum for culinary purposes
37,Restoration of masonry walls and structures
9,Downloadable computer game programs
5,Medicated shampoo bars
11,Electrically-heated lunch boxes
1,Enzymes for use in the textile industry
1,Biochemical reagents used for non-medical purposes
5,Pharmaceutical preparations for the treatment of viral diseases
35,Affiliate marketing
37,Hat restoration
9,Electrical equipment for the genetic modification of cells for research purposes
11,Cryogenic freezers
14,Movements for clocks and watches
14,Cloisonné jewellery
37,Restoration of fine artwork
40,Treatment of wood for preservation purposes
40,Photo restoration services
42,Providing information in the field of plant genetics research resources
3,Muscle gels for cosmetic purposes
9,Organic light emitting diode (OLED) televisions
9,Welding goggles
18,Suitcases with built-in shelves
42,"Computer software design, computer programming, and maintenance of computer software"
22,Synthetic webbing
10,Intravenous (IV) poles
10,Intravenous (IV) stands
30,Seasoning rubs
31,Fresh mustard greens
31,Fresh turnip greens
28,Launchers for clay pigeons
5,Camphor tablets being insect repellents
16,Electric erasers
20,Hunting chairs
44,Consulting services in the field of healthcare
35,"Business management of logistics for others by means of {indicate particular activity, e.g., scheduling storage of goods, scheduling transportation of goods, etc.}"
10,Magnifying loupes for medical purposes
29,Processed turnip greens
18,Nosebags for animals
26,Aglets
21,Ladles for kitchen use
28,Doorway pull-up bars
9,Electronic metronomes
9,Piezoelectric switches
21,Stir-fry pans
28,Spring-activated spearguns being sports articles
9,Ampere-hour meters
35,"Development, creation, production, and post-production of advertising content"
10,Medical devices for use in treating or diagnosing {indicate specific condition}
37,"Installation of {indicate specific area or item, e.g., electrical   systems, appliances, windows}"
37,Gasoline refuelling service for motor vehicles
12,Self balancing electric scooters
27,Vinyl wallpaper
30,Chocolate syrups
5,Animal flea collars
30,Chili seasonings
4,Propane gas sold in cylinders for use as fuel
42,"Technological consultation in the technology field of {identify the field, e.g., computer hardware systems}"
42,Technology consultation in the field of cybersecurity
42,"Technology consultation and research in the field of {indicate  specific field, e.g. aerospace engineering, geology}"
30,Cracked peppercorns for use as seasonings or flavorings
40,Three dimensional printing (3DP) services
42,"Technology consultation in the field of {indicate specific field, e.g.  aerospace engineering, geology}"
42,"Technology consultation services in the field of alternative energy, namely, gasifying and combusting alternative fuels"
30,Whole dried peppercorns for use as seasonings or flavorings
31,Unprocessed peppercorns
42,Technological consulting services in the field of alternative energy generation
42,"Technological consultation in the field of selecting {specify goods, e.g., air conditioners, lawn mowers, etc.} suitable for their intended uses"
44,Hygienic and beauty care for animals
44,Hygienic and beauty care services
37,Custom construction and building renovation
40,Custom three dimensional printing (3DP) services
40,Three dimensional printing (3DP) services for others
42,Technological consulting in the field of cryptocurrency
8,"Hand tools for avoiding skin contact with surfaces in the nature of small, hooked devices for opening doors, pressing buttons, and touching other surfaces"
11,Personal water filtering devices in the form of straws
6,Metal crowd control barriers
9,Sunglasses incorporating wireless speakers and microphones
16,Floor signs being decals
19,Non-metal crowd control barriers
42,Research and development of vaccines
42,Vaccine research and development
37,Deep cleaning of homes in the nature of cleaning and disinfecting interior surfaces for reducing the spread of viruses and microorganisms
9,Downloadable quilt patterns
9,"Downloadable pamphlets in the field of {indicate subject matter, e.g., real estate sales, etc.}"
3,Eyelid doubling makeup
2,Rust preventatives in the nature of coatings
2,Siccatives for use as drying agents for inks
7,Escalators
7,Moving staircases
16,Adhesive notepads
16,Adhesive-backed letters and numbers of vinyl
16,Adhesive-backed letters and numbers
16,Dispensers for adhesive tapes for household or stationery use
31,Unprocessed blueberries
31,Unprocessed lettuce
31,Wreaths of natural flowers
31,Unprocessed grain
31,Unprocessed jicama
31,Unprocessed kelp (Kombu seaweed)
31,Unprocessed khorasan wheat
31,Unprocessed kohlrabies
31,Unprocessed kola nuts
31,Unprocessed oil seeds
31,Unprocessed quinoa
31,Unprocessed rhubarb
31,Unprocessed rice
31,Unprocessed yams
31,Unprocessed zucchini
31,Wreaths of natural flowers
31,Young fresh soybeans in the pod (eda-mame)
31,Raw garlic
31,Raw onions
31,Raw oranges
31,Raw peppers
31,Raw popcorn [unprocessed kernels]
31,Raw potatoes
31,Raw pulses
31,Raw wheat
31,Raw yams
31,"Seaweed, unprocessed, for human or animal consumption"
31,Seedlings
31,Seed potatoes
31,Seeds for planting
31,Shrubs
31,"Squashes, fresh"
31,Unprocessed apricots
31,Unprocessed asparagus
31,Unprocessed aubergines
31,Unprocessed barley
31,Unprocessed bean sprouts
31,Unprocessed beets
31,Unprocessed brown algae (Hijiki seaweed)
31,Unprocessed chia seeds
31,Unprocessed coconuts
31,Unprocessed collard greens
31,Unprocessed corn
31,Unprocessed corn on the cob
31,Unprocessed edamame
31,Raw blueberries
31,Raw cocoa beans
3,Lacquer removing compositions
3,Make-up removing gels
4,Grease for shoes
4,Grease for boots
4,Non-chemical additives for lubricants
29,Fish steaks
29,Cranberry jam
5,Chinese traditional medicinal herbs
9,Optical position sensors
9,Scintillation counters
8,Butter knives
19,Plastic water conduits for roofs
2,Acrylic paints for artists
3,Organic cosmetics
10,"Weighted knives, forks, and spoons being tableware adapted for persons with disabilities"
1,Biochemical preparations for scientific purposes
1,Chemical preparations for the manufacture of paints
21,Brushes for cleaning tanks and containers
21,Bobeches
21,Animal grooming gloves
21,"Autoclaves, non electric, for cooking"
28,Skipping ropes incorporating digital counters
29,Dried scallops
29,Soy milk-based beverages
29,Sweet corn-based snack foods
37,Battery charging service for motor vehicles
8,Hand-operated milling cutters
8,Taps being hand tools
8,Pincers being hand tools
7,Reamers being machine tools
27,Wallpaper of cork
5,Glucose preparations for medical purposes
5,Pregnancy testing preparations
30,Chili powder
16,Nibs for writing instruments
9,Battery charging devices for motor vehicles
5,Pharmaceutical preparations for the treatment of viral infections
17,Floor marking tape
44,Hygienic and beauty care for human beings
37,Custom building construction
37,Custom building renovation
42,Providing technology consulting in the field of social media
10,Novelty sanitary masks for protection against viral infection
21,Table mats of plastic
21,"Table mats, not of paper or textile"
10,Cold therapy machines for medical purposes
37,Rental of sterilization equipment for personal protective equipment (PPE)
5,All-purpose sanitizing preparations
28,Sling shots for hunting
28,Toy sling shots
28,Toy slingshots
37,Cleaning of building interior surfaces
10,Cryotherapy machines for use in therapeutic treatment after surgery
37,"Disinfecting of {indicate specific objects, surfaces, or structures to be disinfected, e.g., office buildings, airplanes, etc.} for others"
37,"Sterilizing of {indicate specific objects or surfaces to be sterilized, e.g., personal protective equipment (PPE), surgical instruments, etc.} for others"
10,"Compression gloves for treating and preventing {indicate, e.g., arthritis, lymphedema, etc.}"
18,Leather key fobs
3,Hair weave shampoo-conditioners
3,Wig shampoos
16,Easels for use by artists
16,Printed general feature magazines
3,Cleaning solutions for dental ultrasonic sterilization apparatus
2,Paints for use in the manufacture of furniture
16,Adhesive tapes for stationery or household use
16,Artists' easels
16,Easels for artists
36,Financing loans and discounting of bills
1,Unprocessed polyphenylene sulfide resins
2,Fireproof paint
2,Paints for use in the manufacture of automobiles
16,Nail stamping plates
15,Musical instrument bows
31,Unprocessed artichokes
31,Unprocessed avocados
31,Fresh brussels sprouts
7,"Juice extractors, electric"
9,"Computer hardware with preinstalled software for {specify the function of the software, e.g., analyzing speed and temperature measurements, remotely controlling lighting devices within a building, etc.}"
42,"Computer services, namely, providing search platforms to allow users to {indicate functions or tasks that the platforms enable}"
41,"Providing recreational {indicate type, e.g., art, sports, etc.} camps"
41,"Conducting {indicate type, e.g., scrapbooking, cupcake decorating, etc.} parties for entertainment purposes"
42,"Providing a web site featuring software that enables shippers of freight using truck, rail, ocean or air transportation to select routes and carriers, to communicate with carriers, and to manage pickup and delivery of shipments"
28,Toy doll styling heads
1,Biotechnologically-formed genes for use in the manufacture of agricultural seeds
10,Ocular speculums
5,Rubbing alcohol
5,Medicated foot powder
37,Cleaning of building interior surfaces for reducing the spread of viruses and microorganisms
37,Deep cleaning of commercial premises in the nature of cleaning and disinfecting interior surfaces for reducing the spread of viruses and microorganisms
9,Computer application software for mobile phones
41,Providing swimming pools
41,Providing swimming pool facilities
38,Network roaming services provided as part of wireless internet services
37,Construction of swimming pools
38,Network roaming services provided as part of mobile telephone services
9,Electrical switches for activating and deactivating vehicle airbags
10,Compression sleeves for treating and preventing lymphedema
41,Operation of video and audio equipment for the production of radio and television programs
31,Rye seed
31,Sugar cane
31,Wheat seed
31,Unprocessed hops
31,Unprocessed Japanese barnyard millet
31,Seeds for flowers
31,Seeds for fruit and vegetables
31,Unprocessed edible flaxseed
31,Unprocessed edible linseed
31,Unprocessed hearts of palm
31,Raw beans
31,Raw bean sprouts
31,Raw beets
1,Bacterial preparations for the food industry
9,"Downloadable interactive software for {specify the function of the programs, e.g., for use in database management, for use as a spreadsheet, for word processing, etc. and, if software is content or field-specific, the content or field of use}"
9,"Recorded interactive software for {specify the function of the programs, e.g., for use in database management, for use as a spreadsheet, for word processing, etc. and, if software is content or field-specific, the content or field of use}"
3,Beauty masks for hands
5,Vermin destroying preparations
9,Electronic sports training simulators
9,Cases for eyewear
9,"Kitchen timers, non-electric"
11,Ultraviolet lamps used for aquariums
15,Harp strings
21,Boot trees
29,Gut for making sausage casings
29,Processed sweet corn
29,Escamoles being prepared edible ant larvae
30,Alfredo sauce
31,"Sweet potato leaves, fresh"
32,Birch water
37,Installation of rain gutters
5,Preparations for destroying lice in the hair
5,Creams for dermatological use
5,Bacteriological preparations for veterinary purposes
7,Torque converters other than for land vehicles
7,Engine cooling radiators
35,Rental of sales stands
26,Tapes for curtain headings
25,"Sleeves worn separate and apart from blouses, shirts and other tops"
9,"Personal protective equipment (PPE), namely, protective work gloves"
9,Protective work gloves
31,Fresh rutabagas
9,Anaerobic jars for bacteria culture
10,Nystagmographs
