class_id,description
6,Metal windows
6,Metal curtain rings
6,Metal pet doors
6,Metal staples for construction or industrial use
6,Metal cove bases
6,Brazing rods
6,Metal gazebos
6,Building wall framing made primarily of metal
6,Metal holders for signs
6,Building curtain walls made primarily of metal
6,"Gate hardware, namely, metal gate latches"
6,Wrapping or binding bands of metal
6,Gate stops of metal
6,Gratings of metal
6,Metal lattices
6,Gutters of metal
6,Handling pallets of metal
6,Staircases of metal
6,Metal railings
6,Frames of metal for building
6,Window stops of metal
6,Latches of metal
6,Iron strip
6,Metal dead bolts
6,Casement windows of metal
6,Numberplates of metal
6,Statues of non-precious metal of the Virgin Mary
6,Metal latches
6,Metal ladders for libraries
6,Doorplates of metal
6,Statues of non-precious metal of Buddha
6,Weatherboards of metal
6,"Metal hardware, namely, general use wall and ceiling mounts for audio, video or computer equipment"
6,Industrial water tanks of metal
6,Fasteners of metal for casement windows
6,Containers of metal for liquid fertilizers
6,Metal latch bars
6,Containers of metal for liquid gas
6,Containers of metal for stock feed
6,Copper pipes
6,Cast iron pipes
6,Runners of metal for sliding doors
6,Placards of metal
6,Wall linings of metal for building
6,Uranium alloy
6,Zirconium ores
6,Metal ladders
6,Portable metal levees
6,Prefabricated garages of metal
6,Pipe coupling of metal
6,Outer doors of metal
6,Non-luminous and non-mechanical traffic signs of metal
6,Non-luminous and non-mechanical signs for roads of metal
6,Floor hinges of metal
6,Barricades of metal
6,Metal knockers
6,Anchor bolts of metal for bridge connection
6,Underdrainage pipes of metal
7,Pneumatic ball transfer units
7,Ball transfer table units
7,Assembly line conveyor machinery
7,Machines for the production of optical lenses and replacement parts therefor
7,"Mechanical elements for use with land vehicles, namely, automobile turntables and their rotating devices for mechanical party systems and garages"
7,"Machine elements not for land vehicles, namely, shock prevention devices for machines"
7,"Machine tools, namely, powered machines for cutting or shaping or finishing metals or other materials"
7,Offshore rig pipe-handling machinery
7,Silencers for motors and engines
7,"Electric fans, ventilators and blowers for motors and engines"
7,"Components for machines and machine tools, grinding machines, material handling machines, food processing machines, chemistry processing machines and textile industry machines, namely, sand, chemical and reverse osmosis filters"
7,"Components for machines and machine tools, namely, sand, chemical and reverse osmosis filters"
7,"Tractor-towed agricultural instruments, namely, silage cutters"
7,"Tractor-towed agricultural instruments, namely, silage forks"
7,"Tractor-towed agricultural instruments, namely, bale splitters"
7,"Tractor-towed agricultural instruments, namely, forks"
7,"Tractor-towed agricultural instruments, namely, buckets"
7,"Tractor-towed agricultural instruments, namely, grapples"
7,Oil-water separators for pneumatic controls being part of machines
7,Diffusers used in machines for wastewater and clean water treatment
7,"Tractor-towed agricultural instruments, namely, potato forks"
7,Memory chip manufacturing machines
7,Combine harvesters
7,Blades for power tools
7,Heat exchangers being parts of engines not for land vehicles
7,"Internal combustion engine parts, namely, heads"
7,Powered ramps to move luggage on to airplanes
7,Gas compressors
7,Fluid power component kit comprising hose and fittings for use in machinery
7,Powered tire changer machines for land vehicles
7,Block type thermal power stations for power generation
7,Gas generators for powering jet engines being a component part of jet engines
7,Fitted tarps for power machinery
7,"Laundry centers, namely, a clothes washer combined with a clothes dryer"
7,"Enhancement parts for internal combustion engines, namely, fuel catalysts"
7,"Machine parts that heat and maintain temperature in machine piping systems, namely, steam jacketing, electrical tracing, and insulation sold as integral components of finished machines"
7,"Storage machinery, namely, a vertical hoist for raising and storing recreational equipment, sporting goods and household items elevated from ground level"
7,"Power drill accessories, namely, non-electrical adapters for use in joining extensions and power drill bits"
7,"Motors, namely, synchronous motors not for land vehicles"
7,"Motors, namely, alternating current motors not for land vehicles"
7,Tire chains and over-the-tire track systems for skid-steer loaders and other construction machinery
7,"Pond and water garden aeration systems comprising water pumps, air compressors, air blowers and a finned wheel for pressurizing and aerating ponds and aquariums"
7,Aerated beverage making machines
7,"Machine for repair, polishing, buffing and scratch removal on optical discs, CDs, DVDs"
7,Hand-held battery actuated hydraulic crimp tool
7,Power-operated tire mounting machines
7,Industrial engines
7,"Industrial machinery, namely, electromechanical marking machines"
7,Clothes washing machine featuring a spray rinse system
7,Linear motions machines for moving objects
6,Wrought iron decorative artwork
6,"Metal pontoons and structural supports therefor, used to support decking"
6,Industrial metal hoses
6,Metal cotter pins
6,Metal taps for beer kegs
6,"Small items of metal hardware, namely, high security locks and sheet metal plates primarily for the casino and gaming industry"
6,Metal formwork tables [scaffolding]
6,Solder cream
6,Portable metal risers for performance groups
6,Metal domestic shrines
6,Vendor booths made primarily of metal
6,Crucibles of common metal and their alloys
6,Metal stepladders and ladders
6,Metal stanchions
6,Metallic materials for railway tracks
6,Metallic frames for sliding doors
6,Metallic fire doors
6,Metallic drain traps
6,Zinc ores
6,Zinc ingots
6,Zinc alloy ingots
6,Metal door frames for refrigerating rooms
6,Metal hose clamps
6,Aluminum foil paper
6,Metal penstock pipes
6,Metal moulds for forming cement products
6,Stair nosing of metal [building materials]
6,Metal window fittings
6,Collapsible tubes of metal
6,Ceiling boards of metal
6,Metal laminated leaf-springs [not machine elements]
6,Door knobs of common metal
7,"Power tools, namely, silicone pistols"
7,Glaziers' diamonds being parts of machines
7,Handbrake knobs for machines
7,Head studs for engines
7,Edible paste making machines
7,Hydraulic power units
7,Gravel and dirt sorting and screening machines
7,Electric power generators for emergency use
7,Automotive frame stretching machines
7,"Machines, namely, sublimation heat transfer presses"
7,"Machines, namely, heat transfer presses"
7,"Power-driven cleaning device for industrial air pollution control equipment, namely, a device that produces high intensity impulse waves that loosen collected or impacted dust and debris without damaging the equipment"
7,"AC variable frequency drives that are used to control small and medium-sized motors in applications such as manufacturing processes, HVAC and pumps"
7,Machine used for process filtration in the pharmaceutical industry
7,Electric can openers
7,"Polishing machines for use in grinding and polishing metal, wood, ceramics and plastics"
7,"Earth moving machines, namely, scrapers"
7,Pistons for {indicate use}
7,Pump control valves
7,Metal extrusion presses
7,Snow blowers
7,"Agricultural implements, namely, hay balers"
7,Band saws
7,"Earth moving machines, namely, scarifiers"
7,Circular saws
7,Abrasive disks for power-operated sanders
7,Abrasive belts for power-operated sanders
7,Engine bearings
7,Floor sanders
7,Electric juice extractors
7,Pneumatic door closers
7,"Earth moving machines, namely, loaders"
7,Vehicle washing machines
7,Hydraulic door closers
6,Metal containers for compressed gas or liquid air
6,Metal flanges
6,Clad steel plates and sheets
6,Chrome iron ores
6,Metal cladding for construction and building
6,Ceiling supports of metal
6,Cast iron material for railroad tracks
6,Cast iron
6,Casings of metal
6,Metal chimneys
6,Carbon steels
6,Cantilevered brackets of metal
6,Cable thimbles of metal
6,Germanium
6,Metal dust proof strikes
6,Screw tops of metal for bottles
6,Metal house numbers
6,Metallic moulds for metal casting
6,Modular metal pigsties
7,Back pressure valves as parts of machines
7,Filter silencers for machines
7,Pipe clearing machines
7,Pipe cleaning machines
7,Proportional flow valves as parts of machines
7,Pressure transducers as parts of machines
7,"Machines, namely, machines for lining the interior of metal water pipes with resin"
7,Exhaust mufflers for motors
7,"Machines, namely, crushers, impact mills, breakers, pulverizers, mixers and blenders and parts therefor, for industrial and commercial applications"
7,Sharpening machines
7,Positive displacement pumps
7,Air craft piston engine cylinder assemblies
7,Electrical coffee grinders
7,Mechanical discharging hoppers
7,Power-operated industrial atomizers for spraying liquids for dust suppression
7,Crushing machines for industrial purposes
7,Exhaust gas treatment systems for diesel engines
7,"Assembly lines, namely, a series of machines for assembling {indicate goods, e.g., automobiles} in successive stages"
7,"Bearings, as parts of machines"
7,Extrusion machines for plastic
7,Machines for plastics working
7,Wheel adapters for power-operated grinders
7,Router bits
7,"Parts for pneumatic blow guns, namely, inflator tips, inflator valves, valve adapters, nozzles, nipples, couplers, connectors and pivots"
7,"Emission reduction units for motors and engines, namely, PCV valves"
7,"Emission reduction units for motors and engines, namely, catalytic converters"
7,Axles for machines
7,Chucks for power drills
7,Centrifuges
7,Electric hand-held drills
7,"Earth moving machines, namely, backhoes"
7,Engines not for land vehicles
6,Stainless steels
6,Branching tubes of metal for pipelines
6,Beverage cans of metal
6,Beams of metal
6,Barbed wires
6,Artificial fish reefs of metal
6,Metal casting forms for concrete
6,Anchors
6,Aluminum ingots
6,Aluminum alloys
6,Magnetic metal hooks
6,Metal canopies [building materials]
6,Awnings of metal [building materials]
6,"Metal molds for forming {indicate building material, e.g., cement posts, wall panels, etc.} for building"
6,Metal bale net wrapping
6,Horseshoe nails
6,Turnstiles of metal
6,Metal cornices
6,Metal window shutters
6,Metal roofing
6,Metal rocket launching platforms
6,Automated security gates of metal
6,Metal holders for signboards
6,Medical grade wire for use in the manufacture of medical devices
7,"Pneumatic blow guns for use in a manufacturing process to blow dust off parts, workstations or wherever necessary"
7,Flap discs for power-operated grinders
7,"Replacement parts for chain saws, namely, bars and chains"
7,Fuel rails for engines
7,Gearboxes other than for land vehicles
7,Hand-held electric-powered food processors
7,Engine injectors
7,Brushes being parts of or for use with {indicate specific type of machine}
7,Numerically controlled machines and machine tools used for machining parts
7,Textile bonding machines
7,"Metalworking machines, namely, machining centers"
7,Electronic pre-inked stamp making machines
7,Earth drilling machines
7,Centering drilling bits being parts of machines
7,Ignition magnetos for engines
7,Industrial printing machines
7,"Brushes being parts of motors, generators and dynamos"
7,Pressure reducers as parts of machines
7,Vacuum packing machines
7,"Electric motors, not for land vehicles"
6,Metal mullions
6,Metal barriers for pedestrian traffic control
6,Spring-retracted metal hose reels
6,Metal tokens for use in vending or game machines
6,Steel
6,Metal exterior blinds
6,Fire-dogs [andirons]
6,Metal buoys
6,Metal junctions for pipes
6,Metal building flashing
6,Crampons [climbing irons]
6,Nails
18,Stirrups of metal
6,Wire ropes
6,Anvils
6,Letter boxes of metal
6,Metal chests
6,"Metal hardware, namely, springs"
6,Milk cans
6,Metal aerosol containers sold empty
6,Metal storm shelters
6,Metal alloys for further manufacturing
6,"Metal building material, namely, fascia"
6,Aluminum composite tubing for use in the manufacture of bicycle frames
6,Metal down spouts
6,Non-electric door chimes
6,Metal brads
6,Metal utility poles
6,Monuments of non-precious metal
6,Poles of metal for electric power lines
6,Commemorative statuary cups made of non-precious metal
6,Metal dock cleats
6,"Fasteners, namely, metal bars and chains"
6,Metal boxes
6,Metal dog tags
6,Metal shower grab bars
6,Metal engine stands
6,Mooring bollards of metal
6,Metal identification bands for blood collection systems
6,Metal tubes
6,Metal hose clips for {indicate use}
6,"Metal hardware, namely, washers"
6,General purpose metal storage units
6,Metal bottle caps
6,Mooring cables of metal
6,Metal cages for HVAC units
6,Angle irons of metal
6,Metal gate stops
6,Metal ores
7,"Parts of oilfield wellhead machines, namely, gate valves, ball valves, check valves, plug valves, globe valves, choke and manifold industrial pumps, pump and valve parts, pipe fittings and flanges"
7,"Vehicle engine parts, namely, charge air coolers and their component parts"
7,"Vehicle engine parts, namely, intercoolers"
7,Engine exhaust system comprised of a particulate trap
7,Electric fan units for vacuum cleaners
7,Dust filters and bags for vacuum cleaners
7,Electric plasma cutters
7,Packaging machines for food
7,"Power tool parts, namely, {indicate specific parts}"
7,Electric motors for power tools
7,Sewage pumps
7,Degreasing machines for use on {indicate specific type of  surface or field of use}
7,On-board fluid cleaning machinery
7,Mobile fluid cleaning machinery
7,Industrial fluid cleaning machinery
7,Blades for power saws
6,Recreational vehicle stabilization system comprised of a pair of adjustable metal tubing braces that are placed against each side of the vehicle frame and are connected with a chain and are tensioned with a chain tensioner
6,Doorless intermodal cargo containers of metal
6,Metal nipples
6,Metal frame to support and accommodate use of leaf bags
6,"Construction elements made of metal, namely, fabricated metal components for building foundations"
6,"Back-up boards, back-up sheets, back-up panels, entry boards, entry sheets, and entry panels made out of metal for use in the operation of drilling holes in printed circuit boards"
6,Metal floors
6,Metal pet tags
6,"Vehicle rescue apparatus, namely, metal cables used to affix between vehicles to pull a jammed or stuck door of one of the vehicles"
6,Doors made primarily of aluminum and also including glass
6,Tablecloth weights of metal
6,Metallic substrate materials for catalyst
6,Self-tapping bushings of metal
6,Containers of metal for compressed gas
6,Metal cabinet stops
6,Metal novelty license plates
6,Shaped metal manhole security barrier
6,"Metal self-aligning demountable snap fasteners consisting of press fasteners and press studs for use in attaching panels, hatches, floors and furniture in boats, motor vehicles, trains, aircraft and buildings"
6,"Flexible metal foils packaging materials for use in the manufacture of pouches, bags and lids"
6,Desktop statuary made of non-precious metal
18,Saddle cloths for horses
18,Leads for animals
18,Animal carriers [bags]
17,"Extruded plastic in the form of {specify, e.g., bars, blocks, pellets, rods, sheets, tubes, etc.} for use in manufacturing"
17,Semi-processed acrylic resins
17,"Urethane-based sealants for construction particularly for use in glazing, siding and trim"
17,"Silicone-based sealants for construction particularly for use in glazing, siding and trim"
17,"Acrylic-based sealants for construction particularly for use in glazing, siding and trim"
17,Rubber bands for commercial and industrial uses
17,"Architectural acoustic products, namely, sound absorbers and diffusers"
17,Flexible plastic hoses for use in ventilation
17,Sheets of plastic fabric used as an insulating infiltration barrier in building construction
17,Adhesive-backed plastic films for use in the manufacture of durable labels and nameplates
17,"Plastic sheets for underground construction purposes, namely, covering and protecting the exterior surfaces of basement and foundation walls"
17,"Padding for impact protection, comfort and fit, composed of bonded microspheres used in industry"
17,Sound control flooring underlayment
17,Moldable compounds for use in jointing and packing
17,Thermally bonded cotton batting used as a sound deadening material
17,Plastic sheeting used in the construction industry as a vapor barrier
16,Plastic films used as packaging for food
17,Drywall joint compound
17,Electromagnetic interference shielding gaskets
17,Figurines made of rubber
17,Thermoplastic elastomer resins in pellet form for use in further manufacture
17,Plastic film for industrial and commercial packing use
17,Cellulose acetate film used as an industrial or commercial packing  material
20,Book rests
16,Book plates
20,Book holders
16,Blank paper tapes and cards for the recording of computer programs
16,Blank paper computer tapes for recording programs
16,Blank or partially printed postcards
16,Blank forms
16,Bathroom tissue
16,Automatic adhesive dispensers for office use
16,Arts and craft paint kits
21,Artificial aquarium landscapes
3,Cleaning and polishing paper
20,Cardboard floor display units for merchandising products
16,Card files
16,Electrostatic paper
16,Electrical wood burning artists' pens
17,Plastic conduit for use with beverage dispensing machines
16,Duplicating ink
16,Dry transfer characters
16,Drawing triangles
16,Drawing trays
16,Drawing templates
16,Drawing shields
16,Drawing pencils
16,Drawing curves
16,Drawing brushes
16,Table linens of paper
16,Drafting triangles
16,Drafting curves
16,Eraser dusting brushes
16,Manifold paper
16,Magnetic paper
16,Ink rollers for office machines
16,India ink
16,Illustration paper
16,Illustration boards
16,Address plates
16,Stenciling machines
16,Numbering machines
16,Mounts for X-ray negatives for non-medical purposes
16,Mounting boards
16,Modeling materials and compounds for use by children
16,Stationery writing paper and envelopes
16,Modeling clay
16,Mimeograph paper
16,Metallic gift wrapping paper
16,Merchandise bags
16,Memorandum boards
16,Memo sorters
16,Typewriter typeballs
16,Mechanical pencil sharpeners
16,Mat boards
16,Masking paper
16,Marking tabs
16,Paper blinds
16,Paper banners
16,Paint stick markers
16,Paint roller covers
16,Paint paddles
16,Paint brushes
16,Paint applicators
16,"Packaging, namely, blister cards"
16,Paper transparencies
16,Paper stock
16,Paper staples
16,Paper sign holders
16,Paper pouches for packaging
16,Plastic packaging wrap for commercial or industrial use
16,Magnetic decals
16,"Printed invitations made of {specify material composition, e.g., paper, glass, acrylic, etc.}"
16,Golf score card holders
16,Place mats of paper
16,Craft glue for stationery or household purposes
16,Printed stereograms
16,Cellulose acetate film for packaging
16,Cellulose acetate film for wrapping
16,Sheets of reclaimed cellulose for wrapping [cellophane paper]
16,"Paper for use in the manufacture of {specify items, e.g., tea bags, surgical drapes, etc.}"
16,Copy paper
16,Paper carpet protectors
16,"Gesso, namely, plasters in the nature of artists' materials"
16,"Pressure sensitive graphics for application to {specify, e.g., automobiles, tires, etc.}"
16,Thumb tacks
16,Printed stories in illustrated form
16,Photo storage boxes of metal
16,Art prints comprised of digital illustrations originating from photographs
16,Cardboard cake boxes
16,Plastic bags in the shape of tubes for the disposal of pet-waste
16,Plastic-coated copying paper
16,"Modeling wax, not for dental purposes"
16,Paper serviettes
16,Modeling paste
16,Graphic fine art prints
16,Figures made of paper
16,Pressure sensitive adhesive images in the nature of double-sided tape that can adhere to a surface on one side and receive and retain decorative materials on an opposing side for decorative household purposes
16,Paintings in mixed media
16,Plastic wrap
16,"Weight loss program kits consisting primarily of printed {indicate form of printed matter, e.g., brochures, booklets, books} on weight loss and dieting, and also including vitamin supplements and hormones"
16,Stencils used to apply designs onto tennis rackets
16,Insulated shipping containers for transporting frozen materials made of paper or cardboard
16,Plastic transparencies
16,Containers for storage or transport made of paper or cardboard
16,Printed material in the nature of decals for maintenance service and appointment reminders
16,Framed graphic art reproductions
16,Copying paper
16,Framed art etchings
16,"Paper letters and numbers for use in making {indicate use, e.g., signs, posters}"
16,Plastic sandwich bags
16,Plastic cards imprinted with numbers used to track use of the card
16,Printed training materials in the field of {specify field}
16,"Plastic pages for holding {specify contents, e.g., photographs,  receipts, trading cards}"
16,"Electric paper hole drills being office requisites and parts therefor, namely, boring bits, protection plates, and grinders"
16,"Portable cardboard box for dispensing paper, plastic or other premeasured cups and dispensing liquids, namely, {indicate what type of liquid, e.g., wine, mouthwash, pesticides}, for domestic, personal or commercial use"
16,"Electric paper hole perforators being office requisites and parts therefor, namely, boring bits, protection plates, and grinders"
16,"Electric paper hole punches being office requisites and parts therefor, namely, boring bits, protection plates, and grinders"
16,Folding boxboard made of chemical and mechanical pulp
16,Gift bags
16,Paper stationery with inspirational messages imprinted thereon
16,Hand-held labeling devices
16,"Lawn and leaf disposal system comprising a bag, a bag support, and a handle for attaching to the bag, sold as a kit"
16,Printed consumer reports featuring information on {specify featured goods and/or services}
16,Plastic film not for commercial or industrial purposes
16,Printed pharmaceutical information slide card
16,"Printed materials, namely, novels and series of fiction books and short stories featuring scenes and characters based on video games"
16,Paper pouches sold empty for holding condiments
16,Paper cocktail umbrellas
16,Paper decorative garlands for parties
16,Printed material in the nature of color samples
16,Plastic disposable diaper bags
16,Cardboard signboards
16,Paint can lids specially adapted for holding a paintbrush
16,Printed news releases in the field of {indicate subject matter}
16,Printed educational materials in the field of {specify subject matter}
16,Printed vouchers
16,"Packaged kits comprising printed instructional, educational, and teaching materials for educational activities in the field of {specify area of use or subject matter}"
16,Glitter pens for stationery purposes
16,Creped wood pulp paper filter that is acid and alkali resistant for laboratory and industrial purposes
16,Printed speech and language therapy cards to enhance speech and language skills
16,Whiteboard erasers
16,Glitter glue for stationery purposes
16,Printed advertising boards of paper or cardboard
16,Blueprint holder
16,Plastic bags for undergarment disposal
16,Fitted fabric notebook covers
16,Non-magnetically encoded volunteer identity cards
16,"Printed materials, namely, curricula in the field of {indicate field or subject matter}"
16,Printed recipe cards
16,Paper food wrap
16,File boxes for storage of magazines
16,File drawer pocket made of various fabrics for holding files and papers that slides onto the front of a cabinet or drawer via an integrated pocket
16,Spiral notebooks
16,Printed lottery tickets [other than toys]
16,Printed novelty wine labels
16,Paintings in the nature of gouaches
16,Calendar refills
16,Printed sports and tournament schedule cards in credit format with space provided for recording results
16,Ticket stock
16,Printed informational folders in the field of {indicate subject matter}
16,"Printed educational material, namely, teaching tiles"
16,Modeling materials for use in making cast paper sculptured flowers
16,Desk mount boards for reading and writing
16,Printed informational cards in the field of {indicate subject matter}
16,Photo mats
16,Paperboard [cardboard]
16,Paper tapes for calculators
20,Presentation boards
16,Paper tapes for calculating machines
16,Paper tapes
16,Paper sheets for note taking
16,Paper rolls for calculating machines
16,Paper picture mounts
16,Paper made from paper mulberry (kohzo-gami)
16,Prescription reminder pads
16,Rubber stamp
16,Rubber erasers
16,Rotary duplicators
16,Retractable pencils
16,Refills for ballpoint pens
16,Reel paper for printers
16,Red ink paste used for seals
16,"Red algae gelatine glue, for stationery or household purposes (funori)"
16,Protective covers for books
16,Photograph corners
16,Photocopy papers
16,Printed calendars
16,Paper stationery
16,Postcard paper
16,Polypropylene foil for packing
16,Pocket memorandum books
16,Framed paintings
16,Water colours [finished painting]
16,School writing books
16,Tissue paper for use as material of stencil paper (ganpishi)
16,Tips for ballpoint pens
16,Poster board
16,Thick Japanese paper [hosho-gami]
16,Stickers [stationery]
16,Printing types
16,Printing papers
16,Stapling presses [non-electric staplers]
16,Stapler holders
16,Stands for writing implements
16,Stands for pens
16,Stands for pen and pencil
16,Stamping inks
16,Stamp stands
16,Stamp cases
16,Adhesives used by recreational fishermen for affixing various materials to fishing hooks
16,Cyanoacrylate adhesives for home and hobby use
16,Bubble pens
16,Printed rebus puzzles
16,Collectible paper money
16,Corrugated paper panels laminated with bleached white paper primarily for application of printed media for further use in signage applications
16,"Printed material, namely, surveys and assessments in the field of educator training and performance"
16,Picture mounts of cardboard
16,Paintbrushes
16,Paint rollers
16,Architects' models
16,Pencil sharpening machines
16,Pencil lead holders
16,Pen trays
16,Pen stands
16,Pen holders
16,Pen clips
16,Plates for addressing machines
16,Printers' type
16,Printed teaching materials in the field of {specify area of use}
16,"Paper products, namely, paper tubes"
16,Franking machines [office requisite]
16,Dye-sublimation print paper
16,Printed teaching materials in the field of {specify subject matter}
16,Wax paper
16,Blank journal books
16,Blank writing journals
16,Hat boxes of paper
16,Document binding machines for office use
16,"Printed tables of {specify subject matter, e.g., printed periodic tables of the elements}"
16,Spiral binding machines for office use
16,Paper gift bags for wine
16,Textile gift bags for wine
16,Textile wine gift bags
16,Unprinted paper
16,Paper-feeding machines for office use
16,Printed survey answer sheets
16,"Paper products, namely, paper tubes and paper cores"
16,EKG paper
16,Printed holograms
16,Absorbent pads of paper and cellulose for use in food packaging
16,Photo storage boxes
16,Printed rotating wheels for {specify area of use}
16,Party ornaments of paper
16,Cardboard hang tags
16,Paper hang tags
16,Lunch bags made of textile
16,"Printed visuals in the nature of {indicate nature of visuals, e.g., information graphics, promotional materials}"
20,Tackboards
16,Stamp inks
16,Carbonless paper
16,Paper weights
16,Office perforators
16,Stands for pens and pencils
16,Napkins of paper for removing make-up
16,Indian inks
16,Flags of paper
16,Glue for stationery or household purposes
16,Wood pulp paper
16,Printed paper signs
16,Toilet training targets made of paper
16,Page clamp for holding a book open
16,"Filing folders, paper labels and printed instructional materials for organizing personal files"
16,"Free-standing and wall-mounted paper and cardboard boxes for depositing a written message or prayer wishing a loved one well, for use in hospitals, elder care residences, schools, and institutions for children with special needs"
16,Plastic trash compactor bags
16,Plastic bags for packaging ice
16,Lawn and leaf disposal bags
16,Leaf disposal bags
16,"Stencils and patterns, being of paper and plastic, for the transferring of graphic designs to pumpkins, mini-pumpkins, gourds, and other fruits and vegetables"
16,Paper notebooks
16,Blank paper notebooks
16,Printed periodicals in the field of music
16,Printed periodicals in the field of plays
16,Printed periodicals in the field of tourism
16,Printed periodicals in the field of dance
16,Printed periodicals in the field of figurative arts
16,Printed periodicals in the field of movies
16,Writing implements
16,Loose-leaf pads
16,Linerboard for corrugated cardboard
16,Letter-openers
16,Letterhead paper
16,Ink erasers
16,Industrial packaging containers of paper
16,India paper
16,India ink pens
16,Imitation leather paper
16,Illustrated notepads
16,Hygienic paper
16,Napkin paper
16,Mulch paper
15,"Musical instruments, namely, gongs"
15,"Musical instruments, namely, rattles"
15,Percussion instruments
15,"Musical instruments, namely, lutes"
15,"Musical instruments, namely, bass guitars"
15,Handbells
15,Electronic musical keyboards
15,Musical instruments
15,Drums
15,Carrying cases for musical instruments
15,Bugles
15,Musical instrument stands
15,Bandonions
15,Buccins
16,Offset paper
16,Office stationery
16,Office paper stationery
16,Office hole punchers
16,Printed answer sheets in the field of {specify topic or subject matter}
16,Office glues
16,Office binders
16,Numbering stamps
16,Note papers
16,Ink sticks (sumi)
16,Ink stamps
16,Paper for use as material of stock certificates (shokenshi)
16,Paper for photocopying
16,Paper for photocopies
16,Paper for Japanese sliding screens (shoji-gami)
16,Paper for Japanese indoor sliding partitions (fusuma-gami)
16,Paper for bags and sacks
16,Paper folding machines as office requisites
16,Paper folders
16,Pens for marking
16,Penholders
16,Pencil point protectors
16,Pen rests
16,Pen nibs
16,Pressure sensitive graphics for application to automobiles
16,Pastel crayons
16,"Paste for handicraft, for stationery or household purposes (banjaku-nori)"
16,Passport covers
16,Paraffined paper [waxed paper]
16,Papers for use in the graphic arts industry
15,Violin bow-hold teaching devices
15,"Musical instrument cases for {indicate specific type of instrument, e.g., cymbals, violins, etc.}"
15,Three-stringed Japanese guitars (shamisen)
15,Strings for Japanese style stringed instruments
15,Bows for musical instruments
15,Musical keyboard carrying cases
15,"Guitar accessories, namely, guitar slides"
15,"Drum parts, namely, {specify specific parts, e.g., snare drum strainers, skins for drums}"
15,Bridges for musical instruments
15,Bags specially adapted for holding musical instruments
20,Electric piano keyboard bench
20,Drummer's stool
15,Guitar saddles
15,"Guitar parts, namely, {indicate specific parts}"
15,Guitar bridges
15,Euphoniums
15,"Piano parts, namely, metal movable support arms for piano lids"
15,Chin rests for violins and violas
15,Electric bass guitars
15,Strings for musical instruments
15,Musical instrument strings
15,Foot pedals for use in connection with musical instruments
15,"Musical instruments, namely, rhythm machines"
15,Guitar skins for electric guitars
15,Shoulder rests for violins
15,Gongs
15,Trumpets
15,Electronic musical instruments
15,Kettledrums
15,Violas
15,Turning apparatus for sheet music
15,Cases for musical instruments
15,String instruments
15,Violins
16,Synthetic paper
16,Writing ink
16,Fiber paper
16,Facial tissue
16,Globes
16,Loose leaf binders
19,Wooden beams
19,Non-metal water-resistant boards and panels for construction
19,Non-metal fire-resistant boards and panels for construction
19,Low-fired strength-fused silica stucco refractory casting mix
19,"Floor patching materials, namely, concrete sealers"
19,Non-metal vendor booths
19,Baffle panels in the nature of submergible fiberglass walls used to direct water flow at waste water treatment facilities
19,"Building materials, namely, plastic pipe supports"
18,Drawstring pouches
18,Industrial packaging containers of leather
18,Interchangeable decorative covers for accessorization purposes that are specially adapted to handbags
18,Harness for horses
18,Dog clothing
18,Neckwear for dogs
18,"Animal skin, namely, moleskin"
18,Lumbar packs
18,Pochettes [purses]
18,Amenity bags sold empty
17,Plastic conduit for plumbing use
17,Pipe joint tape
17,Pipe joint sealant
17,Insulating sleeves for water heaters
17,Non-metal hoses for agricultural use
17,"Non-metal hoses for use in the {indicate specific industrial use, e.g., mining industry}"
17,Non-metal hoses for commercial marine use
45,"Internet based social networking, introduction, and dating services"
45,"On-line identity reliability investigation in the field of on-line dating and claims made about age, gender"
45,Adoption agencies
45,Social clubs
44,Ophthalmology services
44,"Colonic treatments, namely, irrigation of the colon for cleansing purposes by injecting large amounts of fluid high into the colon"
43,"Providing an online computer database to consumers featuring information about recipes, ingredients and cooking information"
43,"Restaurant services, namely, providing of food and beverages for consumption on and off the premises"
43,Hotel accommodation services
43,Providing information about sushi
43,Creche services [Day-nurseries]
45,Organizing and conducting support groups in the field of {indicate field or subject matter}
45,"Providing information relating to diverse human cultures, beliefs, and lifestyles"
45,Providing information on techniques for improving personal creativity
45,Providing information in the field of time management to individuals for personal purposes
45,Counseling in etiquette and protocol
45,Personal image development consultation
45,"Missing child recovery service, namely, registration of children, namely, collecting, organizing and providing child-specific information useful in finding missing children"
45,Adoption services for domestic animals
45,"Charitable services, namely, providing floral products to the elderly and needy children"
45,Assignment of membership identification numbers to affix to valuables to facilitate their recovery following loss or theft
45,Conducting legal feasibility studies
45,Providing information in the field of human rights
42,Developing and hosting a server on a global computer network for the purpose of facilitating e-commerce via such a server
42,Copying of computer software
42,Services for renting computers
42,Services for updating computer software
42,Design and writing of computer software
42,Services for reproducing computer programs
42,Measurement and verification of carbon dioxide and other greenhouse gas emission offsets
42,"Technical support services, namely, technical administration of servers for others and troubleshooting in the nature of diagnosing server problems"
44,Providing health information
42,"Providing an interactive website featuring technology that allows users to upload, download, share and sell custom and branded digital publications"
42,Hosting websites on the Internet
42,Providing internet based data capture services that enable the exchange of information via the internet from residential mortgage borrowers to institutions for use in loan workouts
42,"Providing a website featuring technology that enables users to list, share and view information describing the geographic location of various interests of the user"
42,Design and development of electronic data security systems
